ID,CAT,SCAT,TTL,DESC,NT,KV,UN,PL,CS,EW,SS,DS,TC,PM,EP,EO,TBBC
1,Station,Property site work,GIS site infrastructure - Large area 200m × 200m,Civil site infrastucture including substation common ancillary system,Developing the infrastructure for this footprint area to build a new site, N/A,lot,0.0,5880611.205432937,66825.12733446519,521342.15848125896,329490.6166219839,0.0,395388.73994638067,136593.90679757015,88120.0,7418371.754614595
2,Station,Property site work,GIS site infrastructure - Med area 150m × 150m,Civil site infrastucture including substation common ancillary system,Developing the infrastructure for this footprint area to build a new site, N/A,lot,0.0,3307843.803056027,37589.134125636665,521342.15848125896,185338.47184986595,0.0,222406.16621983913,76834.07257363321,49567.5,4400921.306306261
3,Station,Property site work,GIS site infrastructure - Small area 100m × 100m,Civil site infrastucture including substation common ancillary system,Developing the infrastructure for this footprint area to build a new site, N/A,lot,0.0,1470152.8013582341,16706.281833616296,521342.15848125896,82372.65415549597,0.0,98847.18498659517,34148.47669939254,22030.0,2245599.557514593
4,Station,Building,GIS building size 50 × 30 × 14m,Building housing the GIS asset indoor,GIS building with cable basement and overhead gantry cranes to house GIS asset indoor, 500-330,lot,0.0,17040407.470288623,400950.7640067911,0.0,1186166.219839142,0.0,1383860.5898123325,0.0,0.0,20011385.043946885
5,Station,Building,GIS building size 50 × 30 × 12m,Building housing the GIS asset indoor,GIS building with cable basement and overhead gantry cranes to house GIS asset indoor, 275-220,lot,0.0,14200339.558573851,334125.63667232596,0.0,988471.8498659517,0.0,1153217.1581769437,0.0,0.0,16676154.203289073
6,Station,Building,GIS building size 50 × 30 × 10m,Building housing the GIS asset indoor,GIS building with cable basement and overhead gantry cranes to house GIS asset indoor, 132,lot,0.0,10650254.668930389,250594.22750424445,0.0,741353.8873994638,0.0,864912.8686327079,0.0,0.0,12507115.652466804
7,Station,GIS Switchbay,3CB Diameter 3CBs,Construction of 3 bays of GIS switchgear with only 3 circuit breakers and secondary system,"1. Plant amount includes GIL plant/structure
2. GIS equipment are directly procured by TNSPs and the OEM install it on site. The OEM project management and overheads are embedded in tender/panel contract.", 500,lot,18407517.84521723,868726.6553480474,347490.66213921894,813293.767230764,514005.3619302949,521235.99320882844,0.0,0.0,0.0,21472270.285074387
8,Station,GIS Switchbay,3CB Diameter 2CBs,Construction of 3 bays of GIS switchgear with only 2 circuit breakers and secondary system,"1. Plant amount includes GIL plant/structure
2. GIS equipment are directly procured by TNSPs and the OEM install it on site. The OEM project management and overheads are embedded in tender/panel contract.", 500,lot,13805638.383912923,651544.9915110356,260617.99660441422,609970.325423073,385504.02144772117,390926.99490662134,0.0,0.0,0.0,16104202.71380579
9,Station,GIS Switchbay,3CB Diameter 1CB,Construction of 3 bays of GIS switchgear with only 1 circuit breakers and secondary system,"1. Plant amount includes GIL plant/structure
2. GIS equipment are directly procured by TNSPs and the OEM install it on site. The OEM project management and overheads are embedded in tender/panel contract.", 500,lot,7363007.138086892,347490.66213921894,138996.2648556876,325317.5068923056,205602.14477211796,208494.39728353138,0.0,0.0,0.0,8588908.114029754
10,Station,GIS Switchbay,2CB Diameter 2CBs,Construction of 2 bays of GIS switchgear with only 2 circuit breakers and secondary system,"1. Plant amount includes GIL plant/structure
2. GIS equipment are directly procured by TNSPs and the OEM install it on site. The OEM project management and overheads are embedded in tender/panel contract.", 500,lot,9203758.922608616,434363.3276740237,260617.99660441422,609970.325423073,385504.02144772117,260617.99660441422,0.0,0.0,0.0,11154832.590362264
11,Station,GIS Switchbay,2CB Diameter 1CB,Construction of 2 bays of GIS switchgear with only 1 circuit breakers and secondary system,"1. Plant amount includes GIL plant/structure
2. GIS equipment are directly procured by TNSPs and the OEM install it on site. The OEM project management and overheads are embedded in tender/panel contract.", 500,lot,5522255.3535651695,260617.99660441422,138996.2648556876,325317.5068923056,205602.14477211796,156370.79796264853,0.0,0.0,0.0,6609160.064652344
12,Station,GIS Switchbay,1CB Diameter 1CB,Construction of 1 bays of GIS switchgear with only 1 circuit breakers and secondary system,"1. Plant amount includes GIL plant/structure
2. GIS equipment are directly procured by TNSPs and the OEM install it on site. The OEM project management and overheads are embedded in tender/panel contract.", 500,lot,4601879.461304308,217181.66383701185,138996.2648556876,325317.5068923056,205602.14477211796,130308.99830220711,0.0,0.0,0.0,5619286.039963638
13,Station,GIS Switchbay,3CB Diameter 3CBs,Construction of 3 bays of GIS switchgear with only 3 circuit breakers and secondary system,"1. Plant amount includes GIL plant/structure
2. GIS equipment are directly procured by TNSPs and the OEM install it on site. The OEM project management and overheads are embedded in tender/panel contract.", 330,lot,14159629.111705562,668251.2733446519,267300.50933786074,625610.5901775107,395388.73994638067,400950.7640067911,0.0,0.0,0.0,16517130.988518758
14,Station,GIS Switchbay,3CB Diameter 2CBs,Construction of 3 bays of GIS switchgear with only 2 circuit breakers and secondary system,"1. Plant amount includes GIL plant/structure
2. GIS equipment are directly procured by TNSPs and the OEM install it on site. The OEM project management and overheads are embedded in tender/panel contract.", 330,lot,10619721.833779171,501188.4550084889,200475.38200339556,469207.9426331331,296541.5549597855,300713.0730050933,0.0,0.0,0.0,12387848.241389066
15,Station,GIS Switchbay,3CB Diameter 1CB,Construction of 3 bays of GIS switchgear with only 1 circuit breakers and secondary system,"1. Plant amount includes GIL plant/structure
2. GIS equipment are directly procured by TNSPs and the OEM install it on site. The OEM project management and overheads are embedded in tender/panel contract.", 330,lot,5663851.644682225,267300.50933786074,106920.2037351443,250244.2360710043,158155.49597855227,160380.30560271646,0.0,0.0,0.0,6606852.395407503
16,Station,GIS Switchbay,2CB Diameter 2CBs,Construction of 2 bays of GIS switchgear with only 2 circuit breakers and secondary system,"1. Plant amount includes GIL plant/structure
2. GIS equipment are directly procured by TNSPs and the OEM install it on site. The OEM project management and overheads are embedded in tender/panel contract.", 330,lot,7079814.555852781,334125.63667232596,200475.38200339556,469207.9426331331,296541.5549597855,200475.38200339556,0.0,0.0,0.0,8580640.454124818
17,Station,GIS Switchbay,2CB Diameter 1CB,Construction of 2 bays of GIS switchgear with only 1 circuit breakers and secondary system,"1. Plant amount includes GIL plant/structure
2. GIS equipment are directly procured by TNSPs and the OEM install it on site. The OEM project management and overheads are embedded in tender/panel contract.", 330,lot,4247888.733511669,200475.38200339556,106920.2037351443,250244.2360710043,158155.49597855227,120285.22920203734,0.0,0.0,0.0,5083969.280501802
18,Station,GIS Switchbay,1CB Diameter 1CB,Construction of 1 bays of GIS switchgear with only 1 circuit breakers and secondary system,"1. Plant amount includes GIL plant/structure
2. GIS equipment are directly procured by TNSPs and the OEM install it on site. The OEM project management and overheads are embedded in tender/panel contract.", 330,lot,3539907.2779263905,167062.81833616298,106920.2037351443,250244.2360710043,158155.49597855227,100237.69100169778,0.0,0.0,0.0,4322527.7230489515
19,Station,GIS Switchbay,3CB Diameter 3CBs,Construction of 3 bays of GIS switchgear with only 3 circuit breakers and secondary system,"1. Plant amount includes GIL plant/structure
2. GIS equipment are directly procured by TNSPs and the OEM install it on site. The OEM project management and overheads are embedded in tender/panel contract.", 275,lot,11799690.926421301,556876.0611205432,222750.4244482173,521342.15848125896,329490.6166219839,334125.63667232596,0.0,0.0,0.0,13764275.823765632
20,Station,GIS Switchbay,3CB Diameter 2CBs,Construction of 3 bays of GIS switchgear with only 2 circuit breakers and secondary system,"1. Plant amount includes GIL plant/structure
2. GIS equipment are directly procured by TNSPs and the OEM install it on site. The OEM project management and overheads are embedded in tender/panel contract.", 275,lot,8849768.194815977,417657.04584040743,167062.81833616298,391006.61886094423,247117.96246648792,250594.22750424445,0.0,0.0,0.0,10323206.867824223
21,Station,GIS Switchbay,3CB Diameter 1CB,Construction of 3 bays of GIS switchgear with only 1 circuit breakers and secondary system,"1. Plant amount includes GIL plant/structure
2. GIS equipment are directly procured by TNSPs and the OEM install it on site. The OEM project management and overheads are embedded in tender/panel contract.", 275,lot,4719876.37056852,222750.4244482173,89100.16977928691,208536.86339250358,131796.24664879355,133650.25466893037,0.0,0.0,0.0,5505710.329506252
22,Station,GIS Switchbay,2CB Diameter 2CBs,Construction of 2 bays of GIS switchgear with only 2 circuit breakers and secondary system,"1. Plant amount includes GIL plant/structure
2. GIS equipment are directly procured by TNSPs and the OEM install it on site. The OEM project management and overheads are embedded in tender/panel contract.", 275,lot,5899845.463210651,278438.0305602716,167062.81833616298,391006.61886094423,247117.96246648792,167062.81833616298,0.0,0.0,0.0,7150533.71177068
23,Station,GIS Switchbay,2CB Diameter 1CB,Construction of 2 bays of GIS switchgear with only 1 circuit breakers and secondary system,"1. Plant amount includes GIL plant/structure
2. GIS equipment are directly procured by TNSPs and the OEM install it on site. The OEM project management and overheads are embedded in tender/panel contract.", 275,lot,3539907.2779263905,167062.81833616298,89100.16977928691,208536.86339250358,131796.24664879355,100237.69100169778,0.0,0.0,0.0,4236641.067084835
24,Station,GIS Switchbay,1CB Diameter 1CB,Construction of 1 bays of GIS switchgear with only 1 circuit breakers and secondary system,"1. Plant amount includes GIL plant/structure
2. GIS equipment are directly procured by TNSPs and the OEM install it on site. The OEM project management and overheads are embedded in tender/panel contract.", 275,lot,2949922.7316053254,139219.0152801358,89100.16977928691,208536.86339250358,131796.24664879355,83531.40916808149,0.0,0.0,0.0,3602106.4358741264
25,Station,GIS Switchbay,3CB Diameter 3CBs,Construction of 3 bays of GIS switchgear with only 3 circuit breakers and secondary system,"1. Plant amount includes GIL plant/structure
2. GIS equipment are directly procured by TNSPs and the OEM install it on site. The OEM project management and overheads are embedded in tender/panel contract.", 220,lot,7669799.102173846,361969.4397283531,217181.66383701185,508308.6045192275,321253.3512064343,217181.66383701185,0.0,0.0,0.0,9295693.825301886
26,Station,GIS Switchbay,3CB Diameter 2CBs,Construction of 3 bays of GIS switchgear with only 2 circuit breakers and secondary system,"1. Plant amount includes GIL plant/structure
2. GIS equipment are directly procured by TNSPs and the OEM install it on site. The OEM project management and overheads are embedded in tender/panel contract.", 220,lot,5781848.553946437,272869.26994906616,155925.2971137521,364939.5109368813,230643.43163538873,163721.5619694397,0.0,0.0,0.0,6969947.625550966
27,Station,GIS Switchbay,3CB Diameter 1CB,Construction of 3 bays of GIS switchgear with only 1 circuit breakers and secondary system,"1. Plant amount includes GIL plant/structure
2. GIS equipment are directly procured by TNSPs and the OEM install it on site. The OEM project management and overheads are embedded in tender/panel contract.", 220,lot,3244915.004765858,153140.9168081494,83531.40916808149,195503.30943047212,123558.98123324396,91884.55008488963,0.0,0.0,0.0,3892534.1714906944
28,Station,GIS Switchbay,2CB Diameter 2CBs,Construction of 2 bays of GIS switchgear with only 2 circuit breakers and secondary system,"1. Plant amount includes GIL plant/structure
2. GIS equipment are directly procured by TNSPs and the OEM install it on site. The OEM project management and overheads are embedded in tender/panel contract.", 220,lot,3893898.0057190293,183769.10016977927,155925.2971137521,364939.5109368813,230643.43163538873,110261.46010186756,0.0,0.0,0.0,4939436.805676699
29,Station,GIS Switchbay,2CB Diameter 1CB,Construction of 2 bays of GIS switchgear with only 1 circuit breakers and secondary system,"1. Plant amount includes GIL plant/structure
2. GIS equipment are directly procured by TNSPs and the OEM install it on site. The OEM project management and overheads are embedded in tender/panel contract.", 220,lot,2359938.18528426,111375.21222410865,83531.40916808149,195503.30943047212,123558.98123324396,66825.12733446519,0.0,0.0,0.0,2940732.2246746314
30,Station,GIS Switchbay,1CB Diameter 1CB,Construction of 1 bays of GIS switchgear with only 1 circuit breakers and secondary system,"1. Plant amount includes GIL plant/structure
2. GIS equipment are directly procured by TNSPs and the OEM install it on site. The OEM project management and overheads are embedded in tender/panel contract.", 220,lot,1946949.0028595147,91884.55008488963,83531.40916808149,195503.30943047212,123558.98123324396,55130.73005093378,0.0,0.0,0.0,2496557.9828271354
31,Station,GIS Switchbay,3CB Diameter 3CBs,Construction of 3 bays of GIS switchgear with only 3 circuit breakers and secondary system,"1. Plant amount includes GIL plant/structure
2. GIS equipment are directly procured by TNSPs and the OEM install it on site. The OEM project management and overheads are embedded in tender/panel contract.", 132,lot,3539907.2779263905,167062.81833616298,211612.90322580643,495275.050557196,313016.0857908847,100237.69100169778,0.0,0.0,0.0,4827111.8268381385
32,Station,GIS Switchbay,3CB Diameter 2CBs,Construction of 3 bays of GIS switchgear with only 2 circuit breakers and secondary system,"1. Plant amount includes GIL plant/structure
2. GIS equipment are directly procured by TNSPs and the OEM install it on site. The OEM project management and overheads are embedded in tender/panel contract.", 132,lot,2713928.9130768995,128081.49405772494,144787.77589134124,338872.4030128183,214168.90080428953,76848.89643463497,0.0,0.0,0.0,3616688.383277708
33,Station,GIS Switchbay,3CB Diameter 1CB,Construction of 3 bays of GIS switchgear with only 1 circuit breakers and secondary system,"1. Plant amount includes GIL plant/structure
2. GIS equipment are directly procured by TNSPs and the OEM install it on site. The OEM project management and overheads are embedded in tender/panel contract.", 132,lot,1769953.6389631953,83531.40916808149,77962.64855687605,182469.75546844065,115321.71581769436,50118.84550084889,0.0,0.0,0.0,2279358.013475137
34,Station,GIS Switchbay,2CB Diameter 2CBs,Construction of 2 bays of GIS switchgear with only 2 circuit breakers and secondary system,"1. Plant amount includes GIL plant/structure
2. GIS equipment are directly procured by TNSPs and the OEM install it on site. The OEM project management and overheads are embedded in tender/panel contract.", 132,lot,1887950.5482274082,89100.16977928691,144787.77589134124,338872.4030128183,214168.90080428953,53460.10186757215,0.0,0.0,0.0,2728339.899582716
35,Station,GIS Switchbay,2CB Diameter 1CB,Construction of 2 bays of GIS switchgear with only 1 circuit breakers and secondary system,"1. Plant amount includes GIL plant/structure
2. GIS equipment are directly procured by TNSPs and the OEM install it on site. The OEM project management and overheads are embedded in tender/panel contract.", 132,lot,1179969.09264213,55687.60611205432,77962.64855687605,182469.75546844065,115321.71581769436,33412.56366723259,0.0,0.0,0.0,1644823.382264428
36,Station,GIS Switchbay,1CB Diameter 1CB,Construction of 1 bays of GIS switchgear with only 1 circuit breakers and secondary system,"1. Plant amount includes GIL plant/structure
2. GIS equipment are directly procured by TNSPs and the OEM install it on site. The OEM project management and overheads are embedded in tender/panel contract.", 132,lot,943975.2741137041,44550.084889643455,77962.64855687605,182469.75546844065,115321.71581769436,26730.050933786075,0.0,0.0,0.0,1391009.5297801446
37,Station,Property site work and building,AIS site infrastructure 5000 m2 footprint area and applicable control building,Civil site infrastucture including masonry control building and substation common ancillary system,Developing the infrastructure for this footprint area to build a new site and control building, N/A,lot,182724.62687113736,5553552.32597623,396682.30899830215,817014.5862158447,156471.79892761394,158672.92359932087,625887.1957104558,17074.23834969627,11077.66116546134,7919157.665814062
38,Station,Property site work and building,AIS site infrastructure 7500 m2 footprint area and applicable control building,Civil site infrastucture including masonry control building and substation common ancillary system,Developing the infrastructure for this footprint area to build a new site and control building, N/A,lot,213180.65521231128,6479202.85229202,462800.2037351442,953192.2860641005,182552.07953529936,185120.0814940577,730208.3181411974,25611.3575245444,16616.491748192013,9248484.325746866
39,Station,Property site work and building,AIS site infrastructure 10000 m2 footprint area and applicable control building,Civil site infrastucture including masonry control building and substation common ancillary system,Developing the infrastructure for this footprint area to build a new site and control building, N/A,lot,245784.9968471543,7470147.0967741925,533581.9354838709,1098975.7151823733,210472.01608579088,213432.77419354836,841888.0643431635,34148.47669939254,22155.32233092268,10670586.397940408
40,Station,Property site work and building,AIS site infrastructure 15000 m2 footprint area and applicable control building,Civil site infrastucture including masonry control building and substation common ancillary system,Developing the infrastructure for this footprint area to build a new site and control building, N/A,lot,317438.61999784765,9647916.74023769,689136.9100169778,1419359.761228971,271830.8570151921,275654.7640067911,1087323.4280607684,51222.7150490888,33232.98349638403,13793116.779109713
41,Station,Property site work and building,AIS site infrastructure 20000 m2 footprint area and applicable control building,Civil site infrastucture including masonry control building and substation common ancillary system,Developing the infrastructure for this footprint area to build a new site and control building, N/A,lot,397685.4963232174,12086861.256366722,863347.232597623,1778166.724355637,340548.32171581767,345338.8930390492,1362193.2868632707,68296.95339878507,44310.64466184536,17286748.809321966
42,Station,Property site work and building,AIS site infrastructure 25000 m2 footprint area and applicable control building,Civil site infrastucture including masonry control building and substation common ancillary system,Developing the infrastructure for this footprint area to build a new site and control building, N/A,lot,486525.62582326354,14786980.645161288,1056212.9032258063,2175396.604562372,416624.4101876675,422485.16129032255,1666497.64075067,85371.19174848135,55388.30582730669,21151482.488577176
43,Station,Property site work and building,AIS site infrastructure 30000 m2 footprint area and applicable control building,Civil site infrastucture including masonry control building and substation common ancillary system,Developing the infrastructure for this footprint area to build a new site and control building, N/A,lot,583959.008497986,17748274.90662139,1267733.9219015278,2611049.401849176,500059.12243074167,507093.5687606111,2000236.4897229667,102445.4300981776,66465.96699276805,25387317.816875346
44,Station,Property site work and building,AIS site infrastructure 35000 m2 footprint area and applicable control building,Civil site infrastucture including masonry control building and substation common ancillary system,Developing the infrastructure for this footprint area to build a new site and control building, N/A,lot,689985.6443473849,20970744.040747028,1497910.2886247875,3085125.1162160486,590852.4584450402,599164.115449915,2363409.8337801606,119519.66844787388,77543.62815822939,29994254.79421647
45,Station,Secondary system building,Demountable building 14 × 3 × 4m size,"Demountable building with air con, AC supply, fire system without any secondary system fitted, on concrete pad. Suitable to house 4-6 diameters (i.e. 12-18 bays) secondary systems. No amenities. Delivered and installed on site.",Pre-fabricated demountable building to house substation secondary system, N/A,ea.,458520.5984995234,159266.55348047536,36196.94397283531,67774.48060256366,14277.926720285968,14478.777589134124,28555.853440571937,0.0,0.0,779071.13430539
46,Station,Secondary system building,Demountable building 12 × 3 × 4m size,"Demountable building with air con, AC supply, fire system without any secondary system fitted, on concrete pad. Suitable to house 4-6 diameters (i.e. 12-18 bays) secondary systems. No amenities. Delivered and installed on site.",Pre-fabricated demountable building to house substation secondary system, N/A,ea.,440885.1908649263,153140.9168081494,34804.75382003395,65167.76981015737,13728.775692582662,13921.90152801358,27457.551385165323,0.0,0.0,749106.8599090287
47,Station,Secondary system building,Demountable building 10 × 3 × 4m size,"Demountable building with air con, AC supply, fire system without any secondary system fitted, on concrete pad. Suitable to house 4-6 diameters (i.e. 12-18 bays) secondary systems. No amenities. Delivered and installed on site.",Pre-fabricated demountable building to house substation secondary system, N/A,ea.,423249.7832303293,147015.2801358234,33412.56366723259,62561.059017751075,13179.624664879355,13365.025466893037,26359.24932975871,0.0,0.0,719142.5855126674
48,Station,AIS Switchbay,3CB Diameter 3CBs,Construction of 3 new AIS switchbays with only 3 circuit breakers and secondary system,"2 sets of gantry and busbar structure. Footprint area to house 3 bays. Each CB is accompanied by 1 VT, 1 CT, 2 DC and miscellaneous equipment", 500,lot,2952487.8818067214,1654088.9643463495,608108.6587436332,312805.2950887554,508859.8168007149,103203.61290322579,628950.7335656836,0.0,0.0,6768504.963255083
49,Station,AIS Switchbay,3CB Diameter 2CBs,Construction of 3 new AIS switchbays with only 2 circuit breakers and secondary system,"2 sets of gantry and busbar structure. Footprint area to house 3 bays. Each CB is accompanied by 1 VT, 1 CT, 2 DC and miscellaneous equipment", 500,lot,1984143.6807797558,1459126.6553480474,427680.8149405772,208536.86339250358,377936.7202859696,76650.64855687605,467129.78627345845,0.0,0.0,5001205.169577188
50,Station,AIS Switchbay,3CB Diameter 1CB,Construction of 3 new AIS switchbays with only 1 circuit breakers and secondary system,"2 sets of gantry and busbar structure. Footprint area to house 3 bays. Each CB is accompanied by 1 VT, 1 CT, 2 DC and miscellaneous equipment", 500,lot,1035038.1062632598,1264164.346349745,247252.97113752118,104268.43169625179,248661.0768543342,50431.80984719864,307345.0909919571,0.0,0.0,3257161.833140268
51,Station,AIS Switchbay,2CB Diameter 2CBs,Construction of 2 new AIS switchbays with only 2 circuit breakers and secondary system,"2 sets of gantry and busbar structure. Footprint area to house 2 bays. Each CB is accompanied by 1 VT, 1 CT, 2 DC and miscellaneous equipment", 500,lot,1984143.6807797558,1452861.7996604412,427680.8149405772,208536.86339250358,377318.92537980335,76525.35144312393,466366.191769437,0.0,0.0,4993433.627365642
52,Station,AIS Switchbay,2CB Diameter 1CB,Construction of 2 new AIS switchbays with only 1 circuit breakers and secondary system,"2 sets of gantry and busbar structure. Footprint area to house 2 bays. Each CB is accompanied by 1 VT, 1 CT, 2 DC and miscellaneous equipment", 500,lot,1035038.1062632598,1257899.4906621391,247252.97113752118,104268.43169625179,248043.28194816798,50306.512733446514,306581.49648793566,0.0,0.0,3249390.290928722
53,Station,AIS Switchbay,1CB Diameter 1CB,Construction of 1 new AIS switchbays with only 1 circuit breakers and secondary system,"1 set of gantry and busbar structure. Footprint area to house 1 bay. Each CB is accompanied by 1 VT, 1 CT, 2 DC and miscellaneous equipment", 500,lot,1041450.9817667496,750446.179966044,238899.83022071305,104268.43169625179,197727.31903485252,40101.75891341256,244390.96632707774,0.0,0.0,2617285.4679251015
54,Station,AIS Switchbay,3CB Diameter 3CBs,Construction of 3 new AIS switchbays with only 3 circuit breakers and secondary system,"2 sets of gantry and busbar structure. Footprint area to house 3 bays. Each CB is accompanied by 1 VT, 1 CT, 2 DC and miscellaneous equipment", 330,lot,1959774.7538664944,1039242.1052631577,407299.1511035653,312805.2950887554,343417.08668453974,69649.60271646858,424463.5191420911,0.0,0.0,4556651.513865073
55,Station,AIS Switchbay,3CB Diameter 2CBs,Construction of 3 new AIS switchbays with only 2 circuit breakers and secondary system,"2 sets of gantry and busbar structure. Footprint area to house 3 bays. Each CB is accompanied by 1 VT, 1 CT, 2 DC and miscellaneous equipment", 330,lot,1331312.9545244903,917898.8115449913,291023.42954159586,208536.86339250358,255184.9910634495,51754.947368421046,315408.64895442355,0.0,0.0,3371120.646389875
56,Station,AIS Switchbay,3CB Diameter 1CB,Construction of 3 new AIS switchbays with only 1 circuit breakers and secondary system,"2 sets of gantry and busbar structure. Footprint area to house 3 bays. Each CB is accompanied by 1 VT, 1 CT, 2 DC and miscellaneous equipment", 330,lot,690025.4041755066,796555.517826825,174747.70797962646,104268.43169625179,165854.59338695262,33637.54159592529,204996.27742627345,0.0,0.0,2170085.4740873612
57,Station,AIS Switchbay,2CB Diameter 2CBs,Construction of 2 new AIS switchbays with only 2 circuit breakers and secondary system,"2 sets of gantry and busbar structure. Footprint area to house 2 bays. Each CB is accompanied by 1 VT, 1 CT, 2 DC and miscellaneous equipment", 330,lot,1331312.9545244903,909545.6706281833,291023.42954159586,208536.86339250358,254361.26452189454,51587.884550084884,314390.52294906165,0.0,0.0,3360758.590107814
58,Station,AIS Switchbay,2CB Diameter 1CB,Construction of 2 new AIS switchbays with only 1 circuit breakers and secondary system,"2 sets of gantry and busbar structure. Footprint area to house 2 bays. Each CB is accompanied by 1 VT, 1 CT, 2 DC and miscellaneous equipment", 330,lot,690025.4041755066,788202.3769100169,174747.70797962646,104268.43169625179,165030.86684539766,33470.47877758913,203978.15142091154,0.0,0.0,2159723.4178053
59,Station,AIS Switchbay,1CB Diameter 1CB,Construction of 1 new AIS switchbays with only 1 circuit breakers and secondary system,"1 set of gantry and busbar structure. Footprint area to house 1 bay. Each CB is accompanied by 1 VT, 1 CT, 2 DC and miscellaneous equipment", 330,lot,696438.2796789964,473567.40237691,171239.38879456703,104268.43169625179,134207.01966041108,27218.988115449913,165879.87630026808,0.0,0.0,1772819.3866228543
60,Station,AIS Switchbay,3CB Diameter 3CBs,Construction of 3 new AIS switchbays with only 3 circuit breakers and secondary system,"2 sets of gantry and busbar structure. Footprint area to house 3 bays. Each CB is accompanied by 1 VT, 1 CT, 2 DC and miscellaneous equipment", 275,lot,1813176.4198567166,904940.3056027164,377896.0925704583,312805.2950887554,314720.1011827301,63829.468201154494,388994.0450618544,0.0,0.0,4176361.727564386
61,Station,AIS Switchbay,3CB Diameter 2CBs,Construction of 3 new AIS switchbays with only 2 circuit breakers and secondary system,"2 sets of gantry and busbar structure. Footprint area to house 3 bays. Each CB is accompanied by 1 VT, 1 CT, 2 DC and miscellaneous equipment", 275,lot,1234093.7618915844,793559.5246179965,268637.01021392184,208536.86339250358,232390.83004079532,47131.985026010174,287235.06593042304,0.0,0.0,3071585.0411132346
62,Station,AIS Switchbay,3CB Diameter 1CB,Construction of 3 new AIS switchbays with only 1 circuit breakers and secondary system,"2 sets of gantry and busbar structure. Footprint area to house 3 bays. Each CB is accompanied by 1 VT, 1 CT, 2 DC and miscellaneous equipment", 275,lot,643467.9280201703,677166.8590831917,159377.92785738537,104268.43169625179,148578.85112406165,30133.78877786078,183643.45998934022,0.0,0.0,1946637.246548262
63,Station,AIS Switchbay,2CB Diameter 2CBs,Construction of 2 new AIS switchbays with only 2 circuit breakers and secondary system,"2 sets of gantry and busbar structure. Footprint area to house 2 bays. Each CB is accompanied by 1 VT, 1 CT, 2 DC and miscellaneous equipment", 275,lot,1234093.7618915844,787712.3259762308,268637.01021392184,208536.86339250358,231814.22146170685,47015.04105317486,286522.37772666966,0.0,0.0,3064331.601715792
64,Station,AIS Switchbay,2CB Diameter 1CB,Construction of 2 new AIS switchbays with only 1 circuit breakers and secondary system,"2 sets of gantry and busbar structure. Footprint area to house 2 bays. Each CB is accompanied by 1 VT, 1 CT, 2 DC and miscellaneous equipment", 275,lot,643467.9280201703,671319.6604414261,159377.92785738537,104268.43169625179,148002.24254497318,30016.844805025466,182930.77178558684,0.0,0.0,1939383.8071508193
65,Station,AIS Switchbay,1CB Diameter 1CB,Construction of 1 new AIS switchbays with only 1 circuit breakers and secondary system,"1 set of gantry and busbar structure. Footprint area to house 1 bay. Each CB is accompanied by 1 VT, 1 CT, 2 DC and miscellaneous equipment", 275,lot,649880.8035236602,409309.47368421045,154700.16894397282,104268.43169625179,122252.55085596514,24794.461103837006,151104.1528579729,0.0,0.0,1616310.04266587
66,Station,AIS Switchbay,3CB Diameter 3CBs,Construction of 3 new AIS switchbays with only 3 circuit breakers and secondary system,"2 sets of gantry and busbar structure. Footprint area to house 3 bays. Each CB is accompanied by 1 VT, 1 CT, 2 DC and miscellaneous equipment", 220,lot,1615018.5667988807,816937.1816638369,344316.46357894735,312805.2950887554,285761.7197917337,57956.31908482173,353201.48566258285,0.0,0.0,3785997.0316695585
67,Station,AIS Switchbay,3CB Diameter 2CBs,Construction of 3 new AIS switchbays with only 2 circuit breakers and secondary system,"2 sets of gantry and busbar structure. Footprint area to house 3 bays. Each CB is accompanied by 1 VT, 1 CT, 2 DC and miscellaneous equipment", 220,lot,1086725.8828213878,706118.8455008488,242074.0204278438,208536.86339250358,208529.11942028598,42292.50927103565,257741.99160347346,0.0,0.0,2752019.232437379
68,Station,AIS Switchbay,3CB Diameter 1CB,Construction of 3 new AIS switchbays with only 1 circuit breakers and secondary system,"2 sets of gantry and busbar structure. Footprint area to house 3 bays. Each CB is accompanied by 1 VT, 1 CT, 2 DC and miscellaneous equipment", 220,lot,561639.63659564,592794.5670628182,144008.1477351443,104268.43169625179,131735.8398710009,26717.79962702886,162825.4980805571,0.0,0.0,1723989.9206684413
69,Station,AIS Switchbay,2CB Diameter 2CBs,Construction of 2 new AIS switchbays with only 2 circuit breakers and secondary system,"2 sets of gantry and busbar structure. Footprint area to house 2 bays. Each CB is accompanied by 1 VT, 1 CT, 2 DC and miscellaneous equipment", 220,lot,1086725.8828213878,701106.9609507639,242074.0204278438,208536.86339250358,208034.883495353,42192.27158003395,257131.1160002563,0.0,0.0,2745801.9986681426
70,Station,AIS Switchbay,2CB Diameter 1CB,Construction of 2 new AIS switchbays with only 1 circuit breakers and secondary system,"2 sets of gantry and busbar structure. Footprint area to house 2 bays. Each CB is accompanied by 1 VT, 1 CT, 2 DC and miscellaneous equipment", 220,lot,561639.63659564,587782.6825127334,144008.1477351443,104268.43169625179,131241.60394606792,26617.561936027163,162214.62247733993,0.0,0.0,1717772.6868992043
